CODCATEGORIAECONOMICA;CODELEMENTODESPESA;CODGRUPONATUREZADESPESA;CODMODALIDADEAPLICACAO;CODORGAO;CODSUBELEMENTODESPESA;CATEGORIAECONOMICA;GRUPONATUREZADESPESA;MODALIDADEAPLICACAO;ELEMENTODESPESA;SUBELEMENTODESPESA;EXERCICIO;ANOMESEMISSAO;ANOEMISSAO;MESEMISSAO;NOMEORGAO;VALORLIQUIDADO;CODACAO;ACAO;CODPROGRAMA;PROGRAMA;VALORPAGO;VALOREMPENHADO
3;14;12;90;3261;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";32320;
3;30;8;90;3261;5;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Diesel";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";7144,92;
3;36;9;90;3261;5;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";8920,21;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";16168,21;
3;39;4;90;3261;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";6807,18;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";6807,18;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";48092,33;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";48092,33;50000
3;39;5;90;3261;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";23046,54;30000
3;39;9;90;3261;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";18532;2332;"FISCALIZAÇÃO DE EVENTOS AGROPECUÁRIOS E TRÂNSITO DE ANIMAIS VIVOS, PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";50000;28333,33
3;14;12;90;3261;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";27000;
3;30;8;90;3261;5;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Diesel";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";18405,37;
3;36;9;90;3261;5;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";1678,98;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";5090,51;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;50000
3;39;5;90;3261;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";68644;30000
3;39;9;90;3261;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";9702;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";9702;
3;40;0;90;3261;28;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Outros Serviços Técnicos Especializados de Tecnologia da Informação";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2333;"FISCALIZAÇÃO DE TRÂNSITO DE PRODUTOS DE ORIGEM VEGETAL E INSUMOS AGROPECUÁRIOS";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";45979,46;
3;14;12;90;3261;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2334;"INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";10500;
3;30;5;90;3261;35;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";7285,54;2334;"INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";7285,54;7285,54
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2334;"INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;73964,48
3;39;5;90;3261;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2334;"INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";38840,72;
3;39;9;90;3261;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2334;"INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";25000;
3;30;2;90;3261;16;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Limpeza e Produtos de Higienização";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";16496,08;17222,57
3;30;2;90;3261;33;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";10176,32;13294,82
3;30;2;90;3261;34;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Bens Móveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";12481;13199,1
3;30;2;90;3261;51;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Cozinha, Refeitórios e Afins";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";9030,22;6500
3;30;5;90;3261;35;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";31383,36;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";52032,35;
3;30;7;90;3261;9;"Despesas Correntes";"Fornecimento de Alimentação";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Gêneros Alimentícios";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";0;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";10620,44;9408,71
3;30;8;90;3261;5;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Diesel";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";10439,76;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";10439,76;
3;30;8;90;3261;6;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Gasolina";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";19482,83;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";57494,8;
3;30;10;90;3261;13;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Acondicionamento e Embalagem";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;3039
3;30;10;90;3261;15;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Expediente";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";58996;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";59236,45;9646,5
3;30;10;90;3261;20;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Tecnologia da Informação";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";5074;4777
3;30;10;90;3261;54;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Identificação de Pessoas, Veículos, Objetos, entre outros Bens";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";3227;2700
3;30;18;90;3261;23;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Materiais e Medicamentos para Uso Veterinário ou Tratamento e Cuidado de Animais";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";3000;
3;30;18;90;3261;28;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material Laboratorial";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;5500
3;30;18;90;3261;40;"Despesas Correntes";"Materiais, Serviços e Equipamentos Essencialmente Finalísticos";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material Químico";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;4000
3;30;25;90;3261;21;"Despesas Correntes";"Segurança do Trabalho em Geral";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Proteção e Segurança (inclusive do trabalho)";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";1483;5700
3;30;27;90;3261;45;"Despesas Correntes";"Impressão e Reprodução de Documentos";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Impressão e Cópia de Documentos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";19546;13326,2
3;36;9;90;3261;5;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";3951,88;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";4951,88;9618,55
3;39;2;90;3261;15;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Instalação de Outros Tipos de Máquinas, Equipamentos e demais Bens Móveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;4000
3;39;2;90;3261;18;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparos e Conservação de Bens Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";1900;14250
3;39;2;90;3261;20;"Despesas Correntes";"Limpeza, Manutenção e Vigilância (Bens Móveis e Imóveis)";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Conservação e Inst. de Máquinas, Equip. e/ou Utensílios de Escritórios e Unidades Administrativas";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";7520;8140,25
3;39;4;90;3261;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";5346,05;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";5809,54;
3;39;4;90;3261;4;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Energia Elétrica";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";19675,02;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";19675,02;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";26243,64;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";26485,7;175620,22
3;39;4;90;3261;32;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Móvel Celular";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";5973,31;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";11920,06;
3;39;5;90;3261;21;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Manutenção, Reparo e Conservação de Frota de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;30000
3;39;6;90;3261;33;"Despesas Correntes";"Materiais e Serviços Gráficos, Publicações e Assinaturas";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços Gráficos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";112,7;
3;39;9;90;3261;12;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";2774,26;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";5483,25;
3;39;15;90;3261;35;"Despesas Correntes";"Publicidade, Marketing e Demais Produções / Comunicações Audiovisuais";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Publicidade e Propaganda";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";199400,34;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";36251,14;
3;39;27;90;3261;34;"Despesas Correntes";"Impressão e Reprodução de Documentos";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviços de Cópias e Reprodução de Documentos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";2000;2500
3;40;0;90;3261;16;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Manutenção, Conservação e Instalação de Equipamentos de Tecnologia da Informação";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";510;3000
3;40;0;90;3261;30;"Despesas Correntes";"Não Agrupado";"APLICACOES DIRETAS";"Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica";"Serviço de Telecomunicação e Transmissão de Dados (Alterado pela Portaria nº 002/11)";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";3697;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";7394;
3;47;70;90;3261;6;"Despesas Correntes";"Obrigações Tributárias e Encargos Adicionais";"APLICACOES DIRETAS";"OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS";"Taxas e Licenças (Administrativas/Judiciais/CREA/Prefeitura)";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2336;"SANIDADE ANIMAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";554,73;
3;14;12;90;3261;1;"Despesas Correntes";"Viagem (Diárias/ Hospedagem) e Ajudas de Custo";"APLICACOES DIRETAS";"DIÁRIAS - CIVIL";"Diárias no Estado";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";19680;
3;30;5;90;3261;35;"Despesas Correntes";"Locação, Manutenção e Estacionamento de Meios de Transporte";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material para Manutenção, Reparos e Conservação de Veículos";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";20118,41;
3;30;8;90;3261;6;"Despesas Correntes";Combustíveis;"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Combustível Automotivo - Gasolina";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";10785,24;
3;30;10;90;3261;15;"Despesas Correntes";"Material de Expediente";"APLICACOES DIRETAS";"MATERIAL DE CONSUMO";"Material de Expediente";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";16999;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";;
3;36;9;90;3261;5;"Despesas Correntes";"Locação de Imóveis";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA";"Locação de Imóveis";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";2354,48;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";4623,42;9207,68
3;39;4;90;3261;1;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Água e Esgoto";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";5419,41;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";14389,68;
3;39;4;90;3261;31;"Despesas Correntes";"Água, Esgoto, Energia e Telefonia";"APLICACOES DIRETAS";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"Serviço de Telefonia Fixa";2019;201907;2019;7;"AGÊNCIA GOIANA DE DEFESA AGROPECUÁRIA";540,03;2337;"SANIDADE VEGETAL";1062;"PROGRAMA DEFESA E VIGILÂNCIA AGROPECUÁRIA";70000;
